state,district,year_month,pincode,bio_age_5_17,bio_age_17_
Telangana,Medchal−Malkajgiri,2025-08,17009776,119,36
Telangana,Medchal−Malkajgiri,2025-09,14505668,109,51
Telangana,Medchal−Malkajgiri,2025-10,23014538,122,52
Telangana,Medchal−Malkajgiri,2025-11,21509175,128,65
Telangana,Medchal−Malkajgiri,2025-12,17508702,133,48
Telangana,Medchal−Malkajgiri,NaT,248108276,1993,600
Telangana,Mulugu,2025-01,40515374,1246,1838
Telangana,Mulugu,2025-02,12155372,23,60
Telangana,Mulugu,2025-03,13169463,30,48
Telangana,Mulugu,2025-04,12660393,49,71
Telangana,Mulugu,2025-05,8608756,21,20
Telangana,Mulugu,2025-06,14686755,38,51
Telangana,Mulugu,2025-07,7088945,8,17
Telangana,Mulugu,2025-08,11649804,31,54
Telangana,Mulugu,2025-09,11143462,28,50
Telangana,Mulugu,2025-10,14687357,56,43
Telangana,Mulugu,2025-11,15699074,101,37
Telangana,Mulugu,2025-12,14180217,90,45
Telangana,Mulugu,NaT,183832476,632,700
Telangana,Nagarkurnool,2025-01,79958537,2965,3299
Telangana,Nagarkurnool,2025-02,23936779,145,69
Telangana,Nagarkurnool,2025-03,30048382,173,112
Telangana,Nagarkurnool,2025-04,26992742,228,84
Telangana,Nagarkurnool,2025-05,15789084,48,31
Telangana,Nagarkurnool,2025-06,29029613,158,87
Telangana,Nagarkurnool,2025-07,18844986,75,34
Telangana,Nagarkurnool,2025-08,22918909,117,78
Telangana,Nagarkurnool,2025-09,23427561,133,78
Telangana,Nagarkurnool,2025-10,34631580,147,96
Telangana,Nagarkurnool,2025-11,25464974,105,94
Telangana,Nagarkurnool,2025-12,24955233,178,117
Telangana,Nagarkurnool,NaT,359056171,2738,1065
Telangana,Nalgonda,2025-01,253095612,44683,35751
Telangana,Nalgonda,2025-02,72167386,1275,907
Telangana,Nalgonda,2025-03,91480082,1338,1114
Telangana,Nalgonda,2025-04,81315424,1957,1181
Telangana,Nalgonda,2025-05,66069042,688,426
Telangana,Nalgonda,2025-06,86905845,1254,846
Telangana,Nalgonda,2025-07,56412226,715,326
Telangana,Nalgonda,2025-08,76741572,1300,783
Telangana,Nalgonda,2025-09,74709018,1076,809
Telangana,Nalgonda,2025-10,102153106,1586,1104
Telangana,Nalgonda,2025-11,91480103,1545,873
Telangana,Nalgonda,2025-12,86397854,1801,1052
Telangana,Nalgonda,NaT,1167385729,20903,12696
Telangana,Narayanpet,2025-01,42272417,1477,2117
Telangana,Narayanpet,2025-02,14769916,58,57
Telangana,Narayanpet,2025-03,14770277,58,46
Telangana,Narayanpet,2025-04,15279556,82,71
Telangana,Narayanpet,2025-05,10695105,31,28
Telangana,Narayanpet,2025-06,16297770,56,56
Telangana,Narayanpet,2025-07,5602679,24,11
Telangana,Narayanpet,2025-08,13241761,46,39
Telangana,Narayanpet,2025-09,13751205,46,50
Telangana,Narayanpet,2025-10,18844268,56,77
Telangana,Narayanpet,2025-11,17316292,62,53
Telangana,Narayanpet,2025-12,15788591,73,67
Telangana,Narayanpet,NaT,210346432,860,686
Telangana,Nirmal,2025-01,52936338,2367,3345
Telangana,Nirmal,2025-02,15628559,158,195
Telangana,Nirmal,2025-03,19157987,117,166
Telangana,Nirmal,2025-04,16133171,186,215
Telangana,Nirmal,2025-05,14116251,101,142
Telangana,Nirmal,2025-06,18653584,198,186
Telangana,Nirmal,2025-07,11091321,93,121
Telangana,Nirmal,2025-08,15124748,134,153
Telangana,Nirmal,2025-09,13612245,107,137
Telangana,Nirmal,2025-10,19157987,184,170
Telangana,Nirmal,2025-11,19158094,159,150
Telangana,Nirmal,2025-12,17645478,183,138
Telangana,Nirmal,NaT,239977859,2253,1966
Telangana,Nizamabad,2025-01,223428827,32116,31587
Telangana,Nizamabad,2025-02,64415007,1135,794
Telangana,Nizamabad,2025-03,84042958,1193,997
Telangana,Nizamabad,2025-04,70959080,1592,1008
Telangana,Nizamabad,2025-05,48310653,445,342
Telangana,Nizamabad,2025-06,74973299,1306,895
Telangana,Nizamabad,2025-07,47807059,506,342
Telangana,Nizamabad,2025-08,67438002,1060,771
Telangana,Nizamabad,2025-09,62905693,912,829
Telangana,Nizamabad,2025-10,92596169,1486,1061
Telangana,Nizamabad,2025-11,78508031,1412,918
Telangana,Nizamabad,2025-12,75483600,1592,1021
Telangana,Nizamabad,NaT,1030116093,18359,13517
Telangana,Peddapalli,2025-01,46482926,1083,2258
Telangana,Peddapalli,2025-02,15156925,35,101
Telangana,Peddapalli,2025-03,18694206,58,74
Telangana,Peddapalli,2025-04,17683750,50,70
Telangana,Peddapalli,2025-05,11115012,28,37
Telangana,Peddapalli,2025-06,21725042,59,96
Telangana,Peddapalli,2025-07,14147153,35,61
Telangana,Peddapalli,2025-08,15663092,31,43
Telangana,Peddapalli,2025-09,15662529,61,72
Telangana,Peddapalli,2025-10,23746540,73,101
Telangana,Peddapalli,2025-11,19198865,46,127
Telangana,Peddapalli,2025-12,20209876,61,127
Telangana,Peddapalli,NaT,239486742,750,890
Telangana,Rajanna Sircilla,2025-01,48515731,1783,2181
Telangana,Rajanna Sircilla,2025-02,17182829,131,66
Telangana,Rajanna Sircilla,2025-03,16677076,63,73
Telangana,Rajanna Sircilla,2025-04,13644956,102,51
Telangana,Rajanna Sircilla,2025-05,12634025,58,57
Telangana,Rajanna Sircilla,2025-06,17687666,111,73
Telangana,Rajanna Sircilla,2025-07,10612719,68,70
Telangana,Rajanna Sircilla,2025-08,17183281,96,62
Telangana,Rajanna Sircilla,2025-09,12128959,76,35
Telangana,Rajanna Sircilla,2025-10,18698316,118,68
Telangana,Rajanna Sircilla,2025-11,18192993,139,72
Telangana,Rajanna Sircilla,2025-12,18193531,211,68
Telangana,Rajanna Sircilla,NaT,227417318,1411,842
Telangana,Rangareddy,2025-01,15542446,459,1445
Telangana,Rangareddy,2025-02,4521288,10,15
Telangana,Rangareddy,2025-03,6024372,16,26
Telangana,Rangareddy,2025-04,7041337,15,25
Telangana,Rangareddy,2025-05,3016755,6,6
Telangana,Rangareddy,2025-06,4528972,17,10
Telangana,Rangareddy,2025-07,3007608,4,18
Telangana,Rangareddy,2025-08,5522860,17,17
Telangana,Rangareddy,2025-09,4528977,10,26
Telangana,Rangareddy,2025-10,8045797,15,24
Telangana,Rangareddy,2025-11,6024365,13,25
Telangana,Rangareddy,2025-12,7033641,15,19
Telangana,Rangareddy,NaT,87933976,281,252
Telangana,Sangareddy,2025-01,121045861,5536,5060
Telangana,Sangareddy,2025-02,36664983,327,127
Telangana,Sangareddy,2025-03,43194653,313,144
Telangana,Sangareddy,2025-04,43697741,480,157
Telangana,Sangareddy,2025-05,23104018,153,59
Telangana,Sangareddy,2025-06,42190273,387,129
Telangana,Sangareddy,2025-07,26117215,227,78
Telangana,Sangareddy,2025-08,36665463,329,100
Telangana,Sangareddy,2025-09,34656230,232,132
Telangana,Sangareddy,2025-10,50728228,390,120
Telangana,Sangareddy,2025-11,46710226,299,112
Telangana,Sangareddy,2025-12,42692669,418,138
Telangana,Sangareddy,NaT,578107427,4921,1711
Telangana,Siddipet,2025-01,92120975,2708,2688
Telangana,Siddipet,2025-02,35229754,229,148
Telangana,Siddipet,2025-03,41775854,294,156
Telangana,Siddipet,2025-04,43290768,408,234
Telangana,Siddipet,2025-05,20649062,125,71
Telangana,Siddipet,2025-06,40767604,275,193
Telangana,Siddipet,2025-07,23151703,127,81
Telangana,Siddipet,2025-08,31710983,190,116
Telangana,Siddipet,2025-09,26181362,168,110
Telangana,Siddipet,2025-10,46293318,328,143
Telangana,Siddipet,2025-11,42781501,320,151
Telangana,Siddipet,2025-12,39766117,305,160
Telangana,Siddipet,NaT,527447936,4564,1917
Telangana,Suryapet,2025-01,71654735,4636,6777
Telangana,Suryapet,2025-02,21853540,163,170
Telangana,Suryapet,2025-03,24903383,164,178
Telangana,Suryapet,2025-04,26935987,245,205
Telangana,Suryapet,2025-05,17274077,103,117
Telangana,Suryapet,2025-06,24897537,174,143
Telangana,Suryapet,2025-07,15755327,111,120
Telangana,Suryapet,2025-08,20329362,160,170
Telangana,Suryapet,2025-09,18804386,129,133
Telangana,Suryapet,2025-10,29474018,186,168
Telangana,Suryapet,2025-11,23883791,232,216
Telangana,Suryapet,2025-12,23881065,179,181
Telangana,Suryapet,NaT,332376844,2533,2500
Telangana,Vikarabad,2025-01,71523171,3491,3774
Telangana,Vikarabad,2025-02,23671526,163,93
Telangana,Vikarabad,2025-03,29203350,182,123
Telangana,Vikarabad,2025-04,28689746,250,132
Telangana,Vikarabad,2025-05,18619723,61,61
Telangana,Vikarabad,2025-06,23154633,170,92
Telangana,Vikarabad,2025-07,11585662,107,49
Telangana,Vikarabad,2025-08,22163282,150,119
Telangana,Vikarabad,2025-09,18644298,113,91
Telangana,Vikarabad,2025-10,30716975,186,149
Telangana,Vikarabad,2025-11,28200179,193,101
Telangana,Vikarabad,2025-12,27192696,187,119
Telangana,Vikarabad,NaT,325289209,2734,1333
Telangana,Wanaparthy,2025-01,48373222,2453,3458
Telangana,Wanaparthy,2025-02,14257561,85,72
Telangana,Wanaparthy,2025-03,18330925,109,79
Telangana,Wanaparthy,2025-04,19349721,168,122
Telangana,Wanaparthy,2025-05,9165233,35,21
Telangana,Wanaparthy,2025-06,15785325,103,73
Telangana,Wanaparthy,2025-07,9165591,43,37
Telangana,Wanaparthy,2025-08,14257661,101,72
Telangana,Wanaparthy,2025-09,12729769,67,48
Telangana,Wanaparthy,2025-10,17822101,102,77
Telangana,Wanaparthy,2025-11,17312508,89,67
Telangana,Wanaparthy,2025-12,15275707,69,80
Telangana,Wanaparthy,NaT,216914980,1269,1075
Telangana,Warangal,2025-01,312846337,30125,23197
Telangana,Warangal,2025-02,93651449,1004,559
Telangana,Warangal,2025-03,107826498,881,581
Telangana,Warangal,2025-04,114913800,1439,864
Telangana,Warangal,2025-05,68845637,468,288
Telangana,Warangal,2025-06,104788859,916,579
Telangana,Warangal,2025-07,64290839,431,244
Telangana,Warangal,2025-08,87576981,743,521
Telangana,Warangal,2025-09,78971002,692,463
Telangana,Warangal,2025-10,117443903,1275,691
Telangana,Warangal,2025-11,110357365,1088,662
Telangana,Warangal,2025-12,104788130,1204,740
Telangana,Warangal,NaT,1364277644,14039,7916
Telangana,Warangal (Urban),2025-03,505101,1,0
Telangana,Warangal (Urban),2025-06,1010952,1,2
Telangana,Warangal (Urban),2025-08,505102,0,1
Telangana,Warangal (Urban),2025-10,1516076,1,2
Telangana,Warangal (Urban),2025-12,505476,0,1
Telangana,Warangal (Urban),NaT,1010952,1,1
Telangana,Warangal Rural,2025-01,60750322,1466,2047
Telangana,Warangal Rural,2025-02,19743720,103,62
Telangana,Warangal Rural,2025-03,25818417,76,84
Telangana,Warangal Rural,2025-04,26325768,117,109
Telangana,Warangal Rural,2025-05,14680125,39,34
Telangana,Warangal Rural,2025-06,23287552,99,46
Telangana,Warangal Rural,2025-07,16200344,44,35
Telangana,Warangal Rural,2025-08,19238455,70,53
Telangana,Warangal Rural,2025-09,18225585,72,47
Telangana,Warangal Rural,2025-10,26326001,95,62
Telangana,Warangal Rural,2025-11,24299448,83,50
Telangana,Warangal Rural,2025-12,24806090,122,65
Telangana,Warangal Rural,NaT,314383550,1350,739
Telangana,Warangal Urban,2025-01,54137798,2152,2668
Telangana,Warangal Urban,2025-02,20743877,123,42
Telangana,Warangal Urban,2025-03,20743686,88,44
Telangana,Warangal Urban,2025-04,23272585,142,82
Telangana,Warangal Urban,2025-05,16697480,71,18
Telangana,Warangal Urban,2025-06,20238756,88,49
Telangana,Warangal Urban,2025-07,14166789,32,21
Telangana,Warangal Urban,2025-08,20744880,115,62
Telangana,Warangal Urban,2025-09,18215157,69,49
Telangana,Warangal Urban,2025-10,24790169,93,49
Telangana,Warangal Urban,2025-11,22767958,108,67
Telangana,Warangal Urban,2025-12,23274448,120,62
Telangana,Warangal Urban,NaT,284345716,1442,727
Telangana,Yadadri.,2025-01,61489938,2680,3974
Telangana,Yadadri.,2025-02,20326638,187,86
Telangana,Yadadri.,2025-03,24392617,155,103
Telangana,Yadadri.,2025-04,22359913,230,92
Telangana,Yadadri.,2025-05,12196514,57,31
Telangana,Yadadri.,2025-06,17786524,95,50
Telangana,Yadadri.,2025-07,10671610,61,36
Telangana,Yadadri.,2025-08,17786605,126,74
Telangana,Yadadri.,2025-09,17278355,153,73
Telangana,Yadadri.,2025-10,24392859,164,68
Telangana,Yadadri.,2025-11,21343842,135,78
Telangana,Yadadri.,2025-12,21343837,222,87
Telangana,Yadadri.,NaT,282041091,2582,1075
Tripura,Dhalai,2025-01,74332467,16273,10454
Tripura,Dhalai,2025-02,27175232,306,192
Tripura,Dhalai,2025-03,29573153,256,171
Tripura,Dhalai,2025-04,24777473,261,198
Tripura,Dhalai,2025-05,15985546,113,97
Tripura,Dhalai,2025-06,26376039,188,164
Tripura,Dhalai,2025-07,17584081,85,108
Tripura,Dhalai,2025-08,19182592,141,109
Tripura,Dhalai,2025-09,19182577,156,112
Tripura,Dhalai,2025-10,30372445,230,192
Tripura,Dhalai,2025-11,27974586,208,143
Tripura,Dhalai,2025-12,24777463,295,168
Tripura,Dhalai,NaT,338892596,2431,1917
Tripura,Dhalai  *,2025-01,8791384,141,315
Tripura,Dhalai  *,2025-02,3996174,5,6
Tripura,Dhalai  *,2025-03,3196885,5,6
Tripura,Dhalai  *,2025-04,3996158,2,11
Tripura,Dhalai  *,2025-05,3196982,1,11
Tripura,Dhalai  *,2025-06,3996089,4,5
Tripura,Dhalai  *,2025-07,799273,1,2
Tripura,Dhalai  *,2025-08,3196885,0,6
Tripura,Dhalai  *,2025-09,1598477,1,4
Tripura,Dhalai  *,2025-10,3196816,3,9
Tripura,Dhalai  *,2025-11,2397612,5,3
Tripura,Dhalai  *,2025-12,2397697,0,8
Tripura,Dhalai  *,NaT,40760954,29,64
Tripura,Gomati,2025-01,53539699,7854,2027
Tripura,Gomati,2025-02,16781039,126,31
Tripura,Gomati,2025-03,20776521,197,55
Tripura,Gomati,2025-04,22374840,278,64
Tripura,Gomati,2025-05,11986473,139,29
Tripura,Gomati,2025-06,16781064,184,42
Tripura,Gomati,2025-07,11986479,111,26
Tripura,Gomati,2025-08,15982015,144,33
Tripura,Gomati,2025-09,16781253,107,34
Tripura,Gomati,2025-10,23173738,189,49
Tripura,Gomati,2025-11,19977407,189,40
Tripura,Gomati,2025-12,17580144,323,51
Tripura,Gomati,NaT,237332701,1916,464
Tripura,Khowai,2025-01,32767348,5035,1542
Tripura,Khowai,2025-02,11188851,127,22
Tripura,Khowai,2025-03,12787261,111,39
Tripura,Khowai,2025-04,11188852,132,32
Tripura,Khowai,2025-05,7992036,46,22
Tripura,Khowai,2025-06,9590444,64,14
Tripura,Khowai,2025-07,6393630,43,8
Tripura,Khowai,2025-08,8791241,56,26
Tripura,Khowai,2025-09,7992038,114,12
Tripura,Khowai,2025-10,13586465,167,27
Tripura,Khowai,2025-11,11188852,105,31
Tripura,Khowai,2025-12,10389650,156,25
Tripura,Khowai,NaT,147053478,873,337
Tripura,North Tripura,2025-01,129481195,15830,16523
Tripura,North Tripura,2025-02,42361162,341,319
Tripura,North Tripura,2025-03,45558214,413,362
Tripura,North Tripura,2025-04,45558223,482,392
Tripura,North Tripura,2025-05,32769949,245,235
Tripura,North Tripura,2025-06,40762677,240,258
Tripura,North Tripura,2025-07,29572930,197,162
Tripura,North Tripura,2025-08,32769956,204,259
Tripura,North Tripura,2025-09,39164062,279,269
Tripura,North Tripura,2025-10,50353828,339,342
Tripura,North Tripura,2025-11,46357467,452,380
Tripura,North Tripura,2025-12,45558237,454,457
Tripura,North Tripura,NaT,593855565,3701,4363
Tripura,Sepahijala,2025-01,43951209,10372,4154
Tripura,Sepahijala,2025-02,17580458,249,76
Tripura,Sepahijala,2025-03,17580433,173,73
Tripura,Sepahijala,2025-04,16781355,241,99
Tripura,Sepahijala,2025-05,10388467,148,55
Tripura,Sepahijala,2025-06,15982333,143,73
Tripura,Sepahijala,2025-07,9589379,73,36
Tripura,Sepahijala,2025-08,13584965,80,70
Tripura,Sepahijala,2025-09,12785777,95,47
Tripura,Sepahijala,2025-10,19977825,146,111
Tripura,Sepahijala,2025-11,16781369,150,116
Tripura,Sepahijala,2025-12,16781358,164,101
Tripura,Sepahijala,NaT,192586001,1722,858
Tripura,South Tripura,2025-01,139847101,15802,23478
Tripura,South Tripura,2025-02,42353706,365,429
Tripura,South Tripura,2025-03,52742264,406,569
Tripura,South Tripura,2025-04,50345023,427,653
Tripura,South Tripura,2025-05,28768615,284,403
Tripura,South Tripura,2025-06,47148332,296,520
Tripura,South Tripura,2025-07,27170343,199,250
Tripura,South Tripura,2025-08,36759927,230,396
Tripura,South Tripura,2025-09,38358235,197,364
Tripura,South Tripura,2025-10,53541505,306,544
Tripura,South Tripura,2025-11,51144223,352,507
Tripura,South Tripura,2025-12,46349386,380,606
Tripura,South Tripura,NaT,600944335,3639,5954
Tripura,Unakoti,2025-01,54350862,9382,2631
Tripura,Unakoti,2025-02,18383402,140,68
Tripura,Unakoti,2025-03,19981934,117,73
Tripura,Unakoti,2025-04,20781233,120,70
Tripura,Unakoti,2025-05,11189858,45,32
Tripura,Unakoti,2025-06,16784851,86,50
Tripura,Unakoti,2025-07,13587701,57,35
Tripura,Unakoti,2025-08,14386995,92,55
Tripura,Unakoti,2025-09,13587720,102,51
Tripura,Unakoti,2025-10,21580509,178,65
Tripura,Unakoti,2025-11,17584086,117,67
Tripura,Unakoti,2025-12,16784835,116,58
Tripura,Unakoti,NaT,243779490,1147,779
Tripura,West Tripura,2025-01,220549408,25650,40563
Tripura,West Tripura,2025-02,71918329,518,626
Tripura,West Tripura,2025-03,79110229,607,769
Tripura,West Tripura,2025-04,79909340,629,879
Tripura,West Tripura,2025-05,59931786,491,547
Tripura,West Tripura,2025-06,76713397,523,662
Tripura,West Tripura,2025-07,47945089,239,292
Tripura,West Tripura,2025-08,57534934,282,500
Tripura,West Tripura,2025-09,58333683,344,491
Tripura,West Tripura,2025-10,80708107,486,772
Tripura,West Tripura,2025-11,75114583,454,783
Tripura,West Tripura,2025-12,76712857,548,900
Tripura,West Tripura,NaT,992472858,5323,8382
Uttar Pradesh,Agra,2025-01,70636938,98764,52953
Uttar Pradesh,Agra,2025-02,25308037,2541,1559
Uttar Pradesh,Agra,2025-03,25448833,2380,1575
Uttar Pradesh,Agra,2025-04,24813070,1419,882
Uttar Pradesh,Agra,2025-05,18663714,858,555
Uttar Pradesh,Agra,2025-06,23749902,2052,1317
Uttar Pradesh,Agra,2025-07,21771527,999,792
Uttar Pradesh,Agra,2025-08,19791858,1240,945
Uttar Pradesh,Agra,2025-09,20360266,1684,1284
Uttar Pradesh,Agra,2025-10,24601564,2019,1363
Uttar Pradesh,Agra,2025-11,25660195,2566,1590
Uttar Pradesh,Agra,2025-12,24034199,2379,1391
Uttar Pradesh,Agra,NaT,341180933,33407,16534
Uttar Pradesh,Aligarh,2025-01,63330204,95301,33752
Uttar Pradesh,Aligarh,2025-02,20638844,2430,1040
Uttar Pradesh,Aligarh,2025-03,22456173,2596,1332
Uttar Pradesh,Aligarh,2025-04,20026690,1342,769
Uttar Pradesh,Aligarh,2025-05,15372914,880,550
Uttar Pradesh,Aligarh,2025-06,21239598,1827,821
Uttar Pradesh,Aligarh,2025-07,16989900,1144,672
Uttar Pradesh,Aligarh,2025-08,16383986,878,442
Uttar Pradesh,Aligarh,2025-09,18012936,1865,964
Uttar Pradesh,Aligarh,2025-10,22466192,2077,967
Uttar Pradesh,Aligarh,2025-11,23476935,2409,1129
Uttar Pradesh,Aligarh,2025-12,21853857,2435,1012
Uttar Pradesh,Aligarh,NaT,294773886,28976,11890
Uttar Pradesh,Allahabad,2025-01,78200327,121376,48609
Uttar Pradesh,Allahabad,2025-02,27646087,3088,1769
Uttar Pradesh,Allahabad,2025-03,28469066,2589,1825
Uttar Pradesh,Allahabad,2025-04,27224452,1716,1172
Uttar Pradesh,Allahabad,2025-05,23754938,1154,908
Uttar Pradesh,Allahabad,2025-06,25724418,2433,1388
Uttar Pradesh,Allahabad,2025-07,25662074,1176,942
Uttar Pradesh,Allahabad,2025-08,24179223,1692,1080
Uttar Pradesh,Allahabad,2025-09,23781420,1965,1378
Uttar Pradesh,Allahabad,2025-10,29563605,2354,1533
Uttar Pradesh,Allahabad,2025-11,29115105,2760,1846
Uttar Pradesh,Allahabad,2025-12,26140285,2736,1493
Uttar Pradesh,Allahabad,NaT,382664594,32788,17140
Uttar Pradesh,Ambedkar Nagar,2025-01,60301836,28827,21085
Uttar Pradesh,Ambedkar Nagar,2025-02,20175188,1218,593
Uttar Pradesh,Ambedkar Nagar,2025-03,21744472,1224,754
Uttar Pradesh,Ambedkar Nagar,2025-04,19726635,706,488
Uttar Pradesh,Ambedkar Nagar,2025-05,15019331,456,295
Uttar Pradesh,Ambedkar Nagar,2025-06,21296112,1151,608
Uttar Pradesh,Ambedkar Nagar,2025-07,15691944,447,292
Uttar Pradesh,Ambedkar Nagar,2025-08,17485231,741,410
Uttar Pradesh,Ambedkar Nagar,2025-09,17485233,845,530
Uttar Pradesh,Ambedkar Nagar,2025-10,19726997,988,575
Uttar Pradesh,Ambedkar Nagar,2025-11,21520315,1190,693
Uttar Pradesh,Ambedkar Nagar,2025-12,20623641,1231,607
Uttar Pradesh,Ambedkar Nagar,NaT,282228546,14296,6970
Uttar Pradesh,Amethi,2025-01,69654862,35829,21908
Uttar Pradesh,Amethi,2025-02,24432704,1190,575
Uttar Pradesh,Amethi,2025-03,25811413,1155,797
Uttar Pradesh,Amethi,2025-04,24208370,759,503
Uttar Pradesh,Amethi,2025-05,18044092,451,308
Uttar Pradesh,Amethi,2025-06,25127501,929,619
Uttar Pradesh,Amethi,2025-07,18268057,486,345
Uttar Pradesh,Amethi,2025-08,21926475,638,468
Uttar Pradesh,Amethi,2025-09,23295252,918,610
Uttar Pradesh,Amethi,2025-10,26491647,950,664
Uttar Pradesh,Amethi,2025-11,26722988,936,695
Uttar Pradesh,Amethi,2025-12,24900129,1072,689
Uttar Pradesh,Amethi,NaT,337828181,12629,7148
Uttar Pradesh,Amroha,2025-01,26378366,41004,15335
Uttar Pradesh,Amroha,2025-02,10259242,1279,603
Uttar Pradesh,Amroha,2025-03,9525563,1106,634
Uttar Pradesh,Amroha,2025-04,10014036,722,501
Uttar Pradesh,Amroha,2025-05,6594772,339,194
Uttar Pradesh,Amroha,2025-06,10258404,948,564
Uttar Pradesh,Amroha,2025-07,8792840,498,383
Uttar Pradesh,Amroha,2025-08,9281326,663,411
Uttar Pradesh,Amroha,2025-09,8304377,752,534
Uttar Pradesh,Amroha,2025-10,10746442,1147,579
Uttar Pradesh,Amroha,2025-11,10258303,1283,737
Uttar Pradesh,Amroha,2025-12,9525636,1269,570
Uttar Pradesh,Amroha,NaT,133360106,13892,6725
Uttar Pradesh,Auraiya,2025-01,28250954,29105,12175
Uttar Pradesh,Auraiya,2025-02,9485655,677,325
Uttar Pradesh,Auraiya,2025-03,10310382,791,418
Uttar Pradesh,Auraiya,2025-04,9485660,503,272
Uttar Pradesh,Auraiya,2025-05,7011277,305,156
Uttar Pradesh,Auraiya,2025-06,10104153,719,348
Uttar Pradesh,Auraiya,2025-07,7629681,318,182
Uttar Pradesh,Auraiya,2025-08,8661028,396,200
Uttar Pradesh,Auraiya,2025-09,9485788,567,342
Uttar Pradesh,Auraiya,2025-10,10310401,558,299
Uttar Pradesh,Auraiya,2025-11,10929271,710,387
Uttar Pradesh,Auraiya,2025-12,10516764,826,375
Uttar Pradesh,Auraiya,NaT,143935366,8163,4064
Uttar Pradesh,Auraiya *,2025-09,206244,1,0
Uttar Pradesh,Ayodhya,2025-01,37435544,1819,2341
Uttar Pradesh,Ayodhya,2025-02,15916156,97,67
Uttar Pradesh,Ayodhya,2025-03,15243661,104,93
Uttar Pradesh,Ayodhya,2025-04,12777555,60,57
Uttar Pradesh,Ayodhya,2025-05,9415400,49,28
Uttar Pradesh,Ayodhya,2025-06,14795321,75,69
Uttar Pradesh,Ayodhya,2025-07,10535508,35,44
Uttar Pradesh,Ayodhya,2025-08,10535818,38,44
Uttar Pradesh,Ayodhya,2025-09,11656299,69,51
Uttar Pradesh,Ayodhya,2025-10,14122330,56,75
Uttar Pradesh,Ayodhya,2025-11,19502744,110,87
Uttar Pradesh,Ayodhya,2025-12,14570918,85,67
Uttar Pradesh,Ayodhya,NaT,180455459,1020,751
Uttar Pradesh,Azamgarh,2025-01,112967099,55401,47453
Uttar Pradesh,Azamgarh,2025-02,38172494,1816,1389
Uttar Pradesh,Azamgarh,2025-03,41709828,1849,1687
Uttar Pradesh,Azamgarh,2025-04,39606268,1345,1265
Uttar Pradesh,Azamgarh,2025-05,28875434,647,711
Uttar Pradesh,Azamgarh,2025-06,39107064,1581,1339
Uttar Pradesh,Azamgarh,2025-07,30927319,758,821
Uttar Pradesh,Azamgarh,2025-08,33189650,1361,1157
Uttar Pradesh,Azamgarh,2025-09,33567396,1533,1337
Uttar Pradesh,Azamgarh,2025-10,38673959,1662,1247
Uttar Pradesh,Azamgarh,2025-11,43472307,2133,1684
Uttar Pradesh,Azamgarh,2025-12,39227653,2081,1413
Uttar Pradesh,Azamgarh,NaT,546529489,23149,16579
Uttar Pradesh,Baghpat,2025-01,34328583,23505,12053
Uttar Pradesh,Baghpat,2025-02,12528285,710,408
Uttar Pradesh,Baghpat,2025-03,14282259,681,439
Uttar Pradesh,Baghpat,2025-04,11275490,386,280
Uttar Pradesh,Baghpat,2025-05,8268588,231,170
Uttar Pradesh,Baghpat,2025-06,12528462,611,401
Uttar Pradesh,Baghpat,2025-07,9521175,280,176
Uttar Pradesh,Baghpat,2025-08,11025211,373,301
Uttar Pradesh,Baghpat,2025-09,10774962,524,370
Uttar Pradesh,Baghpat,2025-10,11524789,492,339
Uttar Pradesh,Baghpat,2025-11,13529806,672,422
Uttar Pradesh,Baghpat,2025-12,12778470,710,371
Uttar Pradesh,Baghpat,NaT,168632503,8561,4563
Uttar Pradesh,Bagpat,2025-03,250622,1,1
Uttar Pradesh,Bagpat,2025-04,250617,1,0
Uttar Pradesh,Bagpat,2025-06,501234,0,2
Uttar Pradesh,Bagpat,2025-07,501234,0,2
Uttar Pradesh,Bagpat,NaT,250625,0,1
Uttar Pradesh,Bahraich,2025-01,53555602,76339,30468
Uttar Pradesh,Bahraich,2025-02,18485974,2657,866
Uttar Pradesh,Bahraich,2025-03,20389206,2652,1088
Uttar Pradesh,Bahraich,2025-04,19301849,1745,843
Uttar Pradesh,Bahraich,2025-05,15223765,956,399
Uttar Pradesh,Bahraich,2025-06,17398739,2058,751
Uttar Pradesh,Bahraich,2025-07,14408477,948,407
Uttar Pradesh,Bahraich,2025-08,17126883,1397,588
Uttar Pradesh,Bahraich,2025-09,17126902,2272,961
Uttar Pradesh,Bahraich,2025-10,17942511,2371,870
Uttar Pradesh,Bahraich,2025-11,20660935,2904,1053
Uttar Pradesh,Bahraich,2025-12,18758005,2606,939
Uttar Pradesh,Bahraich,NaT,270768018,32244,10696
Uttar Pradesh,Ballia,2025-01,88997447,45112,35251
Uttar Pradesh,Ballia,2025-02,30109461,1357,919
Uttar Pradesh,Ballia,2025-03,33657873,1384,1086
Uttar Pradesh,Ballia,2025-04,30441585,944,758
Uttar Pradesh,Ballia,2025-05,24564629,555,417
Uttar Pradesh,Ballia,2025-06,31884024,1383,878
Uttar Pradesh,Ballia,2025-07,22900143,539,454
Uttar Pradesh,Ballia,2025-08,26505064,1027,674
Uttar Pradesh,Ballia,2025-09,27890412,1355,957
Uttar Pradesh,Ballia,2025-10,30663492,1317,891
Uttar Pradesh,Ballia,2025-11,33325068,1766,1167
Uttar Pradesh,Ballia,2025-12,30940905,1632,861
