state,district,year_month,pincode,age_0_5,age_5_17,age_18_greater
Telangana,Jayashankar Bhupalpally,2025-06,6073312,16,2,0
Telangana,Jayashankar Bhupalpally,2025-07,4048439,10,3,0
Telangana,Jayashankar Bhupalpally,2025-08,7589028,27,8,0
Telangana,Jayashankar Bhupalpally,2025-09,5566790,21,5,0
Telangana,Jayashankar Bhupalpally,2025-10,7592004,22,5,0
Telangana,Jayashankar Bhupalpally,2025-11,5567301,16,3,0
Telangana,Jayashankar Bhupalpally,2025-12,7084265,24,8,0
Telangana,Jayashankar Bhupalpally,NaT,133592500,451,111,4
Telangana,Jogulamba Gadwal,2025-01,7637025,36,6,0
Telangana,Jogulamba Gadwal,2025-02,8146152,58,15,0
Telangana,Jogulamba Gadwal,2025-03,8655269,42,11,0
Telangana,Jogulamba Gadwal,2025-04,4582181,31,5,0
Telangana,Jogulamba Gadwal,2025-05,4582181,17,7,0
Telangana,Jogulamba Gadwal,2025-06,7637021,51,7,0
Telangana,Jogulamba Gadwal,2025-07,3563927,18,9,0
Telangana,Jogulamba Gadwal,2025-08,8146147,55,9,0
Telangana,Jogulamba Gadwal,2025-09,8146127,60,6,0
Telangana,Jogulamba Gadwal,2025-10,10182670,73,11,0
Telangana,Jogulamba Gadwal,2025-11,6109596,43,4,0
Telangana,Jogulamba Gadwal,2025-12,7636924,60,6,0
Telangana,Jogulamba Gadwal,NaT,161904047,999,203,2
Telangana,K.V. Rangareddy,2025-01,65807873,505,120,33
Telangana,K.V. Rangareddy,2025-02,76338484,705,236,6
Telangana,K.V. Rangareddy,2025-03,63799595,330,102,3
Telangana,K.V. Rangareddy,2025-04,36653468,240,68,3
Telangana,K.V. Rangareddy,2025-05,50189601,198,78,4
Telangana,K.V. Rangareddy,2025-06,61270855,219,80,3
Telangana,K.V. Rangareddy,2025-07,39674282,188,42,1
Telangana,K.V. Rangareddy,2025-08,64821483,408,117,0
Telangana,K.V. Rangareddy,2025-09,72309604,521,113,3
Telangana,K.V. Rangareddy,2025-10,85905652,553,131,3
Telangana,K.V. Rangareddy,2025-11,57754502,307,73,3
Telangana,K.V. Rangareddy,2025-12,68768870,428,119,5
Telangana,K.V. Rangareddy,NaT,1532506089,8962,2402,97
Telangana,Kamareddy,2025-01,13586281,59,5,0
Telangana,Kamareddy,2025-02,17611425,102,7,0
Telangana,Kamareddy,2025-03,16102231,72,9,0
Telangana,Kamareddy,2025-04,7547807,35,8,0
Telangana,Kamareddy,2025-05,7547699,25,3,0
Telangana,Kamareddy,2025-06,12579659,44,2,0
Telangana,Kamareddy,2025-07,8050733,27,1,0
Telangana,Kamareddy,2025-08,14088999,51,6,0
Telangana,Kamareddy,2025-09,16102201,73,2,0
Telangana,Kamareddy,2025-10,21134462,99,5,0
Telangana,Kamareddy,2025-11,11573423,47,6,0
Telangana,Kamareddy,2025-12,13585918,69,5,0
Telangana,Kamareddy,NaT,276748370,1159,85,2
Telangana,Karimnagar,2025-01,41944158,154,28,0
Telangana,Karimnagar,2025-02,60643631,261,27,0
Telangana,Karimnagar,2025-03,46999317,179,26,0
Telangana,Karimnagar,2025-04,27794445,114,21,0
Telangana,Karimnagar,2025-05,21224829,63,10,0
Telangana,Karimnagar,2025-06,38912936,143,17,1
Telangana,Karimnagar,2025-07,23751313,76,12,0
Telangana,Karimnagar,2025-08,41945157,165,20,0
Telangana,Karimnagar,2025-09,44472558,178,18,0
Telangana,Karimnagar,2025-10,43965689,176,19,0
Telangana,Karimnagar,2025-11,48009828,162,34,0
Telangana,Karimnagar,2025-12,45988988,181,26,0
Telangana,Karimnagar,NaT,918243205,3263,428,6
Telangana,Khammam,2025-01,28401338,91,117,1
Telangana,Khammam,2025-02,29923034,119,96,0
Telangana,Khammam,2025-03,28401598,86,61,0
Telangana,Khammam,2025-04,14200811,58,62,0
Telangana,Khammam,2025-05,11664657,28,18,0
Telangana,Khammam,2025-06,22822123,83,29,0
Telangana,Khammam,2025-07,14200597,53,10,0
Telangana,Khammam,2025-08,25358643,85,59,0
Telangana,Khammam,2025-09,23329524,105,41,1
Telangana,Khammam,2025-10,30937129,109,44,0
Telangana,Khammam,2025-11,23329814,68,38,0
Telangana,Khammam,2025-12,29922939,101,42,2
Telangana,Khammam,NaT,530496009,1814,462,5
Telangana,Komaram Bheem,2025-01,6051512,27,6,0
Telangana,Komaram Bheem,2025-02,7564341,46,8,0
Telangana,Komaram Bheem,2025-03,5547262,22,9,0
Telangana,Komaram Bheem,2025-04,4034355,21,6,0
Telangana,Komaram Bheem,2025-05,6051612,24,4,0
Telangana,Komaram Bheem,2025-06,5547222,33,9,0
Telangana,Komaram Bheem,2025-07,4538651,11,4,0
Telangana,Komaram Bheem,2025-08,5547179,39,7,0
Telangana,Komaram Bheem,2025-09,5547203,38,8,0
Telangana,Komaram Bheem,2025-10,7060165,42,9,0
Telangana,Komaram Bheem,2025-11,5042940,30,9,0
Telangana,Komaram Bheem,2025-12,9077278,33,5,0
Telangana,Komaram Bheem,NaT,136159264,551,105,0
Telangana,Mahabubabad,2025-01,9620902,31,13,0
Telangana,Mahabubabad,2025-02,12659457,62,9,0
Telangana,Mahabubabad,2025-03,11646003,50,5,0
Telangana,Mahabubabad,2025-04,6076692,21,5,0
Telangana,Mahabubabad,2025-05,5567977,19,9,0
Telangana,Mahabubabad,2025-06,9114612,30,9,0
Telangana,Mahabubabad,2025-07,5064056,15,2,0
Telangana,Mahabubabad,2025-08,11645777,47,6,0
Telangana,Mahabubabad,2025-09,12152162,45,3,0
Telangana,Mahabubabad,2025-10,11645515,49,12,0
Telangana,Mahabubabad,2025-11,9621888,49,7,0
Telangana,Mahabubabad,2025-12,13673103,50,12,0
Telangana,Mahabubabad,NaT,224311740,781,161,1
Telangana,Mahabubnagar,2025-01,50926666,251,80,1
Telangana,Mahabubnagar,2025-02,52455303,354,106,0
Telangana,Mahabubnagar,2025-03,50926630,257,88,0
Telangana,Mahabubnagar,2025-04,29028112,170,75,0
Telangana,Mahabubnagar,2025-05,32084268,103,40,0
Telangana,Mahabubnagar,2025-06,44305430,212,65,0
Telangana,Mahabubnagar,2025-07,25463753,85,30,1
Telangana,Mahabubnagar,2025-08,46343484,280,87,0
Telangana,Mahabubnagar,2025-09,47870965,299,92,0
Telangana,Mahabubnagar,2025-10,57547540,346,109,1
Telangana,Mahabubnagar,2025-11,42268970,244,79,0
Telangana,Mahabubnagar,2025-12,48889938,280,92,2
Telangana,Mahabubnagar,NaT,1079648783,4808,1520,11
Telangana,Mancherial,2025-01,10084773,30,7,0
Telangana,Mancherial,2025-02,12606003,43,6,0
Telangana,Mancherial,2025-03,9076279,19,7,0
Telangana,Mancherial,2025-04,7059155,25,6,0
Telangana,Mancherial,2025-05,6050638,12,4,0
Telangana,Mancherial,2025-06,9580588,24,4,0
Telangana,Mancherial,2025-07,2521107,9,0,0
Telangana,Mancherial,2025-08,7563440,25,5,0
Telangana,Mancherial,2025-09,9580488,28,11,0
Telangana,Mancherial,2025-10,13614403,41,13,0
Telangana,Mancherial,2025-11,9076356,30,4,0
Telangana,Mancherial,2025-12,12605658,38,4,0
Telangana,Mancherial,NaT,212282857,600,98,1
Telangana,Medak,2025-01,42692690,180,42,0
Telangana,Medak,2025-02,62279155,315,85,0
Telangana,Medak,2025-03,50225007,210,40,0
Telangana,Medak,2025-04,25614550,100,46,0
Telangana,Medak,2025-05,26619927,64,21,0
Telangana,Medak,2025-06,45202781,157,36,0
Telangana,Medak,2025-07,22099109,83,15,0
Telangana,Medak,2025-08,46207824,231,45,0
Telangana,Medak,2025-09,44700760,238,66,0
Telangana,Medak,2025-10,56755305,235,55,0
Telangana,Medak,2025-11,41687366,148,25,1
Telangana,Medak,2025-12,48719166,204,54,1
Telangana,Medak,NaT,1009033488,3993,849,5
Telangana,Medchal Malkajgiri,2025-01,1000162,409,265,30
Telangana,Medchal-Malkajgiri,2025-01,16005648,125,51,16
Telangana,Medchal-Malkajgiri,2025-02,21007670,173,46,0
Telangana,Medchal-Malkajgiri,2025-03,16505911,74,15,7
Telangana,Medchal-Malkajgiri,2025-04,9002334,45,14,0
Telangana,Medchal-Malkajgiri,2025-05,12002671,36,18,2
Telangana,Medchal-Malkajgiri,2025-06,16004462,51,20,2
Telangana,Medchal-Malkajgiri,2025-07,11503968,35,15,1
Telangana,Medchal-Malkajgiri,2025-08,17507369,76,16,0
Telangana,Medchal-Malkajgiri,2025-09,20507628,118,34,0
Telangana,Medchal-Malkajgiri,2025-10,23506622,124,35,1
Telangana,Medchal-Malkajgiri,2025-11,17003263,86,24,2
Telangana,Medchal-Malkajgiri,2025-12,17507159,68,18,2
Telangana,Medchal-Malkajgiri,NaT,406632100,2053,594,73
Telangana,Medchal?Malkajgiri,2025-10,500090,0,1,0
Telangana,Medchal?Malkajgiri,NaT,500090,1,0,0
Telangana,Medchal−Malkajgiri,2025-01,5500694,10,5,0
Telangana,Medchal−Malkajgiri,2025-02,9005037,29,7,0
Telangana,Medchal−Malkajgiri,2025-03,4000508,7,2,0
Telangana,Medchal−Malkajgiri,2025-04,2501554,6,2,0
Telangana,Medchal−Malkajgiri,2025-05,1500201,3,0,0
Telangana,Medchal−Malkajgiri,2025-06,3000438,6,1,0
Telangana,Medchal−Malkajgiri,2025-07,2500389,6,1,0
Telangana,Medchal−Malkajgiri,2025-08,4001799,10,1,1
Telangana,Medchal−Malkajgiri,2025-09,4001708,16,4,0
Telangana,Medchal−Malkajgiri,2025-10,6000634,14,2,0
Telangana,Medchal−Malkajgiri,2025-11,5000640,8,3,0
Telangana,Medchal−Malkajgiri,2025-12,5503348,14,3,0
Telangana,Medchal−Malkajgiri,NaT,111037885,316,57,1
Telangana,Mulugu,2025-01,6077816,19,8,0
Telangana,Mulugu,2025-02,8608759,28,10,0
Telangana,Mulugu,2025-03,8608759,34,8,0
Telangana,Mulugu,2025-04,3038518,10,3,0
Telangana,Mulugu,2025-05,3040079,9,3,0
Telangana,Mulugu,2025-06,7596071,29,5,1
Telangana,Mulugu,2025-07,3545643,15,3,0
Telangana,Mulugu,2025-08,5570845,20,7,0
Telangana,Mulugu,2025-09,6584340,21,6,0
Telangana,Mulugu,2025-10,7089718,28,10,0
Telangana,Mulugu,2025-11,5063543,19,6,0
Telangana,Mulugu,2025-12,7089535,29,11,2
Telangana,Mulugu,NaT,133193980,439,153,1
Telangana,Nagarkurnool,2025-01,11713768,33,10,0
Telangana,Nagarkurnool,2025-02,14260249,67,16,0
Telangana,Nagarkurnool,2025-03,11713613,45,9,0
Telangana,Nagarkurnool,2025-04,6621185,28,12,0
Telangana,Nagarkurnool,2025-05,5602383,9,7,0
Telangana,Nagarkurnool,2025-06,8148696,19,6,0
Telangana,Nagarkurnool,2025-07,5093184,12,4,0
Telangana,Nagarkurnool,2025-08,12223184,57,10,0
Telangana,Nagarkurnool,2025-09,10694963,48,10,0
Telangana,Nagarkurnool,2025-10,11204171,48,7,0
Telangana,Nagarkurnool,2025-11,10185911,31,6,1
Telangana,Nagarkurnool,2025-12,10695265,42,15,0
Telangana,Nagarkurnool,NaT,237839648,638,170,1
Telangana,Nalgonda,2025-01,34051328,165,41,0
Telangana,Nalgonda,2025-02,44215709,294,53,0
Telangana,Nalgonda,2025-03,34559095,156,32,0
Telangana,Nalgonda,2025-04,20328963,105,29,0
Telangana,Nalgonda,2025-05,22869873,66,24,0
Telangana,Nalgonda,2025-06,30493458,115,37,0
Telangana,Nalgonda,2025-07,17279447,66,16,0
Telangana,Nalgonda,2025-08,39132783,216,44,0
Telangana,Nalgonda,2025-09,41166254,229,40,0
Telangana,Nalgonda,2025-10,45232027,235,45,0
Telangana,Nalgonda,2025-11,34559208,148,40,0
Telangana,Nalgonda,2025-12,41673924,183,53,0
Telangana,Nalgonda,NaT,782665995,3427,792,10
Telangana,Narayanpet,2025-01,7639853,34,3,0
Telangana,Narayanpet,2025-02,10186203,51,11,0
Telangana,Narayanpet,2025-03,7130382,38,9,0
Telangana,Narayanpet,2025-04,5093197,21,5,0
Telangana,Narayanpet,2025-05,5093215,13,2,0
Telangana,Narayanpet,2025-06,7130426,35,4,0
Telangana,Narayanpet,2025-07,4583769,11,4,0
Telangana,Narayanpet,2025-08,11204998,53,9,0
Telangana,Narayanpet,2025-09,7130333,38,6,0
Telangana,Narayanpet,2025-10,9676758,34,7,0
Telangana,Narayanpet,2025-11,9167689,40,14,0
Telangana,Narayanpet,2025-12,10186075,46,12,0
Telangana,Narayanpet,NaT,173675154,668,138,4
Telangana,Nirmal,2025-01,8066484,36,4,0
Telangana,Nirmal,2025-02,9074890,52,7,0
Telangana,Nirmal,2025-03,9579200,60,4,0
Telangana,Nirmal,2025-04,5041656,23,2,0
Telangana,Nirmal,2025-05,4033441,21,1,0
Telangana,Nirmal,2025-06,8570593,42,3,0
Telangana,Nirmal,2025-07,4537546,16,5,0
Telangana,Nirmal,2025-08,9074894,53,2,0
Telangana,Nirmal,2025-09,9075081,51,1,0
Telangana,Nirmal,2025-10,9074692,56,4,0
Telangana,Nirmal,2025-11,7058379,40,3,1
Telangana,Nirmal,2025-12,10083200,43,4,0
Telangana,Nirmal,NaT,184018071,799,66,2
Telangana,Nizamabad,2025-01,30694809,188,16,0
Telangana,Nizamabad,2025-02,41261871,263,31,0
Telangana,Nizamabad,2025-03,33716209,201,16,1
Telangana,Nizamabad,2025-04,19624476,131,12,0
Telangana,Nizamabad,2025-05,21134284,79,8,0
Telangana,Nizamabad,2025-06,27676396,171,20,0
Telangana,Nizamabad,2025-07,16605311,75,11,0
Telangana,Nizamabad,2025-08,32204994,210,15,0
Telangana,Nizamabad,2025-09,36733981,226,26,1
Telangana,Nizamabad,2025-10,37238988,244,19,0
Telangana,Nizamabad,2025-11,32204608,159,18,1
Telangana,Nizamabad,2025-12,40763528,204,30,0
Telangana,Nizamabad,NaT,722596964,3834,361,6
Telangana,Peddapalli,2025-01,7578441,19,4,0
Telangana,Peddapalli,2025-02,11115919,33,2,1
Telangana,Peddapalli,2025-03,5052708,9,3,0
Telangana,Peddapalli,2025-04,3536498,16,0,0
Telangana,Peddapalli,2025-05,1515836,2,1,0
Telangana,Peddapalli,2025-06,5558051,17,0,0
Telangana,Peddapalli,2025-07,3537209,7,0,1
Telangana,Peddapalli,2025-08,7074001,17,3,0
Telangana,Peddapalli,2025-09,7073473,14,6,0
Telangana,Peddapalli,2025-10,6063095,18,3,0
Telangana,Peddapalli,2025-11,7579247,19,6,0
Telangana,Peddapalli,2025-12,6568380,19,2,0
Telangana,Peddapalli,NaT,130863258,323,42,1
Telangana,Rajanna Sircilla,2025-01,5559079,19,2,0
Telangana,Rajanna Sircilla,2025-02,10107120,31,3,0
Telangana,Rajanna Sircilla,2025-03,6064041,18,2,0
Telangana,Rajanna Sircilla,2025-04,2021430,10,1,0
Telangana,Rajanna Sircilla,2025-05,2021311,6,1,0
Telangana,Rajanna Sircilla,2025-06,5053747,18,2,0
Telangana,Rajanna Sircilla,2025-07,3032145,7,0,0
Telangana,Rajanna Sircilla,2025-08,7074849,27,3,0
Telangana,Rajanna Sircilla,2025-09,7074745,26,1,0
Telangana,Rajanna Sircilla,2025-10,6569345,24,0,0
Telangana,Rajanna Sircilla,2025-11,6064040,26,1,0
Telangana,Rajanna Sircilla,2025-12,7580407,27,2,0
Telangana,Rajanna Sircilla,NaT,154132604,595,33,3
Telangana,Ranga Reddy,2025-01,500079,181,93,10
Telangana,Rangareddy,2025-01,1504525,3,2,1
Telangana,Rangareddy,2025-02,3009053,7,3,0
Telangana,Rangareddy,2025-03,2515239,7,0,0
Telangana,Rangareddy,2025-04,1512223,2,1,0
Telangana,Rangareddy,2025-05,2013733,5,2,0
Telangana,Rangareddy,2025-06,3009054,6,5,0
Telangana,Rangareddy,2025-07,3007610,7,0,0
Telangana,Rangareddy,2025-08,2507548,5,4,0
Telangana,Rangareddy,2025-09,4519840,10,3,0
Telangana,Rangareddy,2025-10,2506107,4,3,0
Telangana,Rangareddy,2025-11,3516816,10,0,1
Telangana,Rangareddy,2025-12,2006036,5,2,0
Telangana,Rangareddy,NaT,53689853,166,36,0
Telangana,Sangareddy,2025-01,13058593,47,9,0
Telangana,Sangareddy,2025-02,19588076,90,22,0
Telangana,Sangareddy,2025-03,17076847,54,8,0
Telangana,Sangareddy,2025-04,10547281,35,5,0
Telangana,Sangareddy,2025-05,10044890,31,7,0
Telangana,Sangareddy,2025-06,18583406,53,15,1
Telangana,Sangareddy,2025-07,10044849,41,2,0
Telangana,Sangareddy,2025-08,19085794,95,12,0
Telangana,Sangareddy,2025-09,19085996,95,13,1
Telangana,Sangareddy,2025-10,23606276,87,20,0
Telangana,Sangareddy,2025-11,14565572,51,4,1
Telangana,Sangareddy,2025-12,19085639,70,17,0
Telangana,Sangareddy,NaT,371668700,1475,334,8
Telangana,Siddipet,2025-01,12577488,34,3,0
Telangana,Siddipet,2025-02,18623626,80,9,0
Telangana,Siddipet,2025-03,15601922,44,8,0
Telangana,Siddipet,2025-04,10569788,39,1,0
Telangana,Siddipet,2025-05,8562617,23,1,0
Telangana,Siddipet,2025-06,10071292,34,5,0
Telangana,Siddipet,2025-07,8054709,21,2,1
Telangana,Siddipet,2025-08,15602688,55,3,0
Telangana,Siddipet,2025-09,16599395,52,4,0
Telangana,Siddipet,2025-10,20638875,81,7,0
Telangana,Siddipet,2025-11,18116172,56,6,0
Telangana,Siddipet,2025-12,20131703,52,10,0
Telangana,Siddipet,NaT,325076557,1130,115,0
Telangana,Suryapet,2025-01,11689442,52,9,0
Telangana,Suryapet,2025-02,14230538,85,12,0
Telangana,Suryapet,2025-03,10164703,53,8,0
Telangana,Suryapet,2025-04,7623592,35,6,0
Telangana,Suryapet,2025-05,5590370,18,7,0
Telangana,Suryapet,2025-06,11689254,44,5,0
Telangana,Suryapet,2025-07,5590531,18,4,0
Telangana,Suryapet,2025-08,9656550,57,15,0
Telangana,Suryapet,2025-09,12197606,71,8,0
Telangana,Suryapet,2025-10,14738710,75,16,0
Telangana,Suryapet,2025-11,12197453,60,11,0
Telangana,Suryapet,2025-12,15247121,63,12,0
Telangana,Suryapet,NaT,271906208,1112,184,2
Telangana,Vikarabad,2025-01,14601231,66,10,0
Telangana,Vikarabad,2025-02,15110581,89,27,0
Telangana,Vikarabad,2025-03,10557824,56,8,0
Telangana,Vikarabad,2025-04,6047241,32,8,0
Telangana,Vikarabad,2025-05,12086177,44,10,0
Telangana,Vikarabad,2025-06,13097770,52,19,0
Telangana,Vikarabad,2025-07,8562332,27,7,1
Telangana,Vikarabad,2025-08,14099275,74,20,0
Telangana,Vikarabad,2025-09,16113007,90,22,0
Telangana,Vikarabad,2025-10,17113727,103,22,0
Telangana,Vikarabad,2025-11,11068362,52,11,0
Telangana,Vikarabad,2025-12,14098861,95,15,0
Telangana,Vikarabad,NaT,290076833,1305,327,1
Telangana,Wanaparthy,2025-01,9165229,36,9,0
Telangana,Wanaparthy,2025-02,10692922,64,22,0
Telangana,Wanaparthy,2025-03,8147085,33,14,0
Telangana,Wanaparthy,2025-04,5601152,28,10,0
Telangana,Wanaparthy,2025-05,4583003,10,3,0
Telangana,Wanaparthy,2025-06,8147064,39,8,0
Telangana,Wanaparthy,2025-07,5091770,23,9,0
Telangana,Wanaparthy,2025-08,10183896,51,10,0
Telangana,Wanaparthy,2025-09,10693309,52,8,0
Telangana,Wanaparthy,2025-10,13239234,55,23,0
Telangana,Wanaparthy,2025-11,7128598,32,8,0
Telangana,Wanaparthy,2025-12,10184217,51,18,0
Telangana,Wanaparthy,NaT,197565690,792,259,0
Telangana,Warangal,2025-01,23286565,48,22,0
Telangana,Warangal,2025-02,32397033,107,22,0
Telangana,Warangal,2025-03,24805213,74,14,0
Telangana,Warangal,2025-04,15186071,45,11,0
Telangana,Warangal,2025-05,18223448,49,7,0
Telangana,Warangal,2025-06,20248561,54,9,0
Telangana,Warangal,2025-07,17718494,41,10,0
Telangana,Warangal,2025-08,27336283,93,17,0
Telangana,Warangal,2025-09,33916938,101,24,0
Telangana,Warangal,2025-10,28347350,91,10,0
Telangana,Warangal,2025-11,26323028,83,11,0
Telangana,Warangal,2025-12,29869276,76,17,0
Telangana,Warangal,NaT,579626886,1600,316,0
Telangana,Warangal (Urban),2025-02,505476,1,0,0
Telangana,Warangal (Urban),2025-06,505476,1,0,0
Telangana,Warangal (Urban),NaT,1516054,4,1,0
Telangana,Warangal Rural,2025-01,5568711,13,3,0
Telangana,Warangal Rural,2025-02,9618221,33,5,0
Telangana,Warangal Rural,2025-03,5568931,15,1,1
Telangana,Warangal Rural,2025-04,3543457,9,0,0
Telangana,Warangal Rural,2025-05,6074744,10,3,0
Telangana,Warangal Rural,2025-06,8606736,23,2,0
Telangana,Warangal Rural,2025-07,3544125,8,1,0
Telangana,Warangal Rural,2025-08,7087493,23,2,0
Telangana,Warangal Rural,2025-09,7087967,16,2,0
Telangana,Warangal Rural,2025-10,8607105,24,0,0
Telangana,Warangal Rural,2025-11,7087984,18,3,0
Telangana,Warangal Rural,2025-12,9618707,25,2,0
Telangana,Warangal Rural,NaT,163521427,443,46,1
Telangana,Warangal Urban,2025-01,4048041,17,3,1
Telangana,Warangal Urban,2025-02,5565148,33,5,0
Telangana,Warangal Urban,2025-03,5565657,16,4,0
Telangana,Warangal Urban,2025-04,4553521,13,1,0
Telangana,Warangal Urban,2025-05,3036179,8,1,0
Telangana,Warangal Urban,2025-06,4553301,14,2,0
Telangana,Warangal Urban,2025-07,4048570,9,1,0
Telangana,Warangal Urban,2025-08,7589279,24,3,0
Telangana,Warangal Urban,2025-09,5565793,22,2,0
Telangana,Warangal Urban,2025-10,9108016,33,5,0
Telangana,Warangal Urban,2025-11,6071842,18,2,0
Telangana,Warangal Urban,2025-12,5059425,18,1,0
Telangana,Warangal Urban,NaT,112325476,360,42,5
Telangana,Yadadri.,2025-01,10671637,43,14,0
Telangana,Yadadri.,2025-02,14228949,61,5,0
Telangana,Yadadri.,2025-03,10163542,46,6,0
Telangana,Yadadri.,2025-04,6606425,27,5,0
Telangana,Yadadri.,2025-05,9655328,26,5,0
Telangana,Yadadri.,2025-06,8639069,21,8,0
Telangana,Yadadri.,2025-07,4573456,21,2,0
Telangana,Yadadri.,2025-08,10671979,77,5,0
Telangana,Yadadri.,2025-09,8638879,54,13,0
Telangana,Yadadri.,2025-10,14737468,78,7,0
Telangana,Yadadri.,2025-11,10163282,42,4,0
Telangana,Yadadri.,2025-12,10163641,33,11,0
Telangana,Yadadri.,NaT,228174080,851,120,1
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-01,792460,548,141,27
Tripura,Dhalai,2025-01,11989124,87,109,20
Tripura,Dhalai,2025-02,10390474,30,29,0
Tripura,Dhalai,2025-03,11189864,26,19,1
Tripura,Dhalai,2025-04,7193522,16,16,0
Tripura,Dhalai,2025-05,7992732,16,25,0
Tripura,Dhalai,2025-06,9591378,23,12,0
Tripura,Dhalai,2025-07,7193485,14,8,0
Tripura,Dhalai,2025-08,8792092,20,13,0
Tripura,Dhalai,2025-09,11189847,27,19,0
Tripura,Dhalai,2025-10,10390600,23,14,0
Tripura,Dhalai,2025-11,11189847,22,21,0
Tripura,Dhalai,2025-12,9591358,21,16,0
Tripura,Dhalai,NaT,224596518,452,306,15
Tripura,Dhalai  *,2025-01,799289,1,0,0
Tripura,Dhalai  *,2025-04,799204,1,0,0
Tripura,Dhalai  *,2025-06,799204,0,1,0
Tripura,Dhalai  *,2025-08,799204,1,0,0
Tripura,Dhalai  *,2025-09,799204,4,0,0
Tripura,Dhalai  *,2025-10,799204,3,0,0
Tripura,Dhalai  *,2025-11,1598408,5,1,0
Tripura,Dhalai  *,NaT,8791548,13,2,0
Tripura,Gomati,2025-01,7191890,81,50,10
Tripura,Gomati,2025-02,8790023,14,8,0
Tripura,Gomati,2025-03,7191816,17,9,0
Tripura,Gomati,2025-04,3196332,2,6,0
Tripura,Gomati,2025-05,2397320,8,3,0
Tripura,Gomati,2025-06,5593707,12,2,0
Tripura,Gomati,2025-07,2397319,2,4,0
Tripura,Gomati,2025-08,6392667,20,3,0
Tripura,Gomati,2025-09,6392781,14,3,0
Tripura,Gomati,2025-10,7191800,15,1,0
Tripura,Gomati,2025-11,4794575,3,4,0
Tripura,Gomati,2025-12,11986446,16,11,0
Tripura,Gomati,NaT,130252625,260,100,1
Tripura,Khowai,2025-01,4795224,8,4,2
Tripura,Khowai,2025-02,5594424,13,4,1
Tripura,Khowai,2025-03,5594425,9,2,1
Tripura,Khowai,2025-04,799205,0,1,0
Tripura,Khowai,2025-05,3996023,9,4,0
Tripura,Khowai,2025-06,3996023,6,3,0
Tripura,Khowai,2025-07,3196816,4,3,1
Tripura,Khowai,2025-08,4795223,8,4,0
Tripura,Khowai,2025-09,1598412,1,1,2
Tripura,Khowai,2025-10,3196814,3,2,5
Tripura,Khowai,2025-11,2397617,3,1,0
Tripura,Khowai,2025-12,5594427,3,5,17
Tripura,Khowai,NaT,89510835,129,65,15
Tripura,North Tripura,2025-01,13587570,147,84,18
Tripura,North Tripura,2025-02,18383128,39,16,1
Tripura,North Tripura,2025-03,12788296,30,15,0
Tripura,North Tripura,2025-04,9591190,24,4,0
Tripura,North Tripura,2025-05,11988955,31,3,0
Tripura,North Tripura,2025-06,10390430,17,9,1
Tripura,North Tripura,2025-07,6394077,7,4,1
Tripura,North Tripura,2025-08,16784584,36,13,0
Tripura,North Tripura,2025-09,13587483,23,7,0
Tripura,North Tripura,2025-10,21580152,53,10,0
Tripura,North Tripura,2025-11,16784514,26,15,1
Tripura,North Tripura,2025-12,15186044,35,13,0
Tripura,North Tripura,NaT,294128876,578,223,4
Tripura,Sepahijala,2025-01,5593783,182,158,15
Tripura,Sepahijala,2025-02,7192007,45,20,0
Tripura,Sepahijala,2025-03,5593804,22,11,0
Tripura,Sepahijala,2025-04,3196450,18,13,0
Tripura,Sepahijala,2025-05,4794683,25,12,0
Tripura,Sepahijala,2025-06,7991162,25,11,0
Tripura,Sepahijala,2025-07,3196451,14,5,0
Tripura,Sepahijala,2025-08,6392899,25,16,0
Tripura,Sepahijala,2025-09,7991132,31,8,0
Tripura,Sepahijala,2025-10,7192007,26,12,0
Tripura,Sepahijala,2025-11,7991107,23,15,1
Tripura,Sepahijala,2025-12,8790239,39,12,1
Tripura,Sepahijala,NaT,149434127,646,284,13
Tripura,South Tripura,2025-01,15183277,40,17,0
Tripura,South Tripura,2025-02,21576715,68,44,0
Tripura,South Tripura,2025-03,15982553,34,32,0
Tripura,South Tripura,2025-04,10388757,25,13,0
Tripura,South Tripura,2025-05,8790496,28,16,0
Tripura,South Tripura,2025-06,11187917,18,14,1
Tripura,South Tripura,2025-07,4794833,11,6,0
Tripura,South Tripura,2025-08,15982737,26,33,0
Tripura,South Tripura,2025-09,15183624,57,36,0
Tripura,South Tripura,2025-10,19978380,56,21,1
Tripura,South Tripura,2025-11,16781877,43,38,1
Tripura,South Tripura,2025-12,18380103,37,25,0
Tripura,South Tripura,NaT,338833024,905,509,3
Tripura,Unakoti,2025-01,7992760,33,24,16
Tripura,Unakoti,2025-02,9591325,15,7,0
Tripura,Unakoti,2025-03,6394211,9,3,0
Tripura,Unakoti,2025-04,6394222,12,4,0
Tripura,Unakoti,2025-05,4795665,11,6,0
Tripura,Unakoti,2025-06,6394180,12,6,0
Tripura,Unakoti,2025-07,3996378,5,1,1
Tripura,Unakoti,2025-08,7193521,14,5,0
Tripura,Unakoti,2025-09,6394209,8,3,1
Tripura,Unakoti,2025-10,7193524,10,8,0
Tripura,Unakoti,2025-11,7992761,15,8,0
Tripura,Unakoti,2025-12,8792051,17,3,0
Tripura,Unakoti,NaT,162253380,272,101,9
Tripura,West Tripura,2025-01,27168743,191,93,25
Tripura,West Tripura,2025-02,35159669,104,52,1
