state,district,year_month,pincode,demo_age_5_17,demo_age_17_
Sikkim,West Sikkim,2025-03,9582501,7,137
Sikkim,West Sikkim,2025-04,7371146,11,66
Sikkim,West Sikkim,2025-05,5159821,5,67
Sikkim,West Sikkim,2025-06,4422700,4,32
Sikkim,West Sikkim,2025-07,4422692,3,21
Sikkim,West Sikkim,2025-08,8108265,10,88
Sikkim,West Sikkim,2025-09,3685577,3,40
Sikkim,West Sikkim,2025-10,6634025,15,63
Sikkim,West Sikkim,2025-11,7371142,6,73
Sikkim,West Sikkim,2025-12,7371148,3,60
Sikkim,West Sikkim,NaT,98036263,55,475
Tamil Nadu,Ariyalur,2025-01,55795062,665,7563
Tamil Nadu,Ariyalur,2025-02,58885976,255,547
Tamil Nadu,Ariyalur,2025-03,63799760,235,523
Tamil Nadu,Ariyalur,2025-04,61989300,234,521
Tamil Nadu,Ariyalur,2025-05,38430354,146,255
Tamil Nadu,Ariyalur,2025-06,31586765,113,264
Tamil Nadu,Ariyalur,2025-07,33477680,134,174
Tamil Nadu,Ariyalur,2025-08,45213186,142,465
Tamil Nadu,Ariyalur,2025-09,26030128,101,264
Tamil Nadu,Ariyalur,2025-10,43372744,135,375
Tamil Nadu,Ariyalur,2025-11,55124658,138,535
Tamil Nadu,Ariyalur,2025-12,53899216,172,575
Tamil Nadu,Ariyalur,NaT,795837967,2066,6754
Tamil Nadu,Chengalpattu,2025-01,59620398,362,3188
Tamil Nadu,Chengalpattu,2025-02,69890839,105,672
Tamil Nadu,Chengalpattu,2025-03,67461043,100,745
Tamil Nadu,Chengalpattu,2025-04,62646950,61,421
Tamil Nadu,Chengalpattu,2025-05,54207442,54,584
Tamil Nadu,Chengalpattu,2025-06,52407793,65,554
Tamil Nadu,Chengalpattu,2025-07,50005678,84,563
Tamil Nadu,Chengalpattu,2025-08,60855691,77,652
Tamil Nadu,Chengalpattu,2025-09,33759644,21,191
Tamil Nadu,Chengalpattu,2025-10,51802459,68,538
Tamil Nadu,Chengalpattu,2025-11,67466273,84,730
Tamil Nadu,Chengalpattu,2025-12,60246917,79,582
Tamil Nadu,Chengalpattu,NaT,976555689,1091,9862
Tamil Nadu,Chennai,2025-01,188418205,3660,39082
Tamil Nadu,Chennai,2025-02,160814950,617,3772
Tamil Nadu,Chennai,2025-03,168616410,649,4199
Tamil Nadu,Chennai,2025-04,163815825,737,4048
Tamil Nadu,Chennai,2025-05,141014341,420,2476
Tamil Nadu,Chennai,2025-06,112211474,615,2809
Tamil Nadu,Chennai,2025-07,138013315,463,2715
Tamil Nadu,Chennai,2025-08,156015498,507,3879
Tamil Nadu,Chennai,2025-09,97209456,365,2192
Tamil Nadu,Chennai,2025-10,137413796,543,3521
Tamil Nadu,Chennai,2025-11,156615781,563,4093
Tamil Nadu,Chennai,2025-12,160815572,533,4522
Tamil Nadu,Chennai,NaT,2487845498,8255,53133
Tamil Nadu,Coimbatore,2025-01,257180403,2741,31326
Tamil Nadu,Coimbatore,2025-02,192410177,450,2893
Tamil Nadu,Coimbatore,2025-03,229601281,466,3559
Tamil Nadu,Coimbatore,2025-04,250760726,554,3563
Tamil Nadu,Coimbatore,2025-05,182790639,331,2168
Tamil Nadu,Coimbatore,2025-06,143656703,447,2312
Tamil Nadu,Coimbatore,2025-07,157126345,372,2280
Tamil Nadu,Coimbatore,2025-08,215505042,464,3251
Tamil Nadu,Coimbatore,2025-09,119275195,257,1689
Tamil Nadu,Coimbatore,2025-10,196242350,388,2956
Tamil Nadu,Coimbatore,2025-11,209724414,474,3197
Tamil Nadu,Coimbatore,2025-12,212288434,416,3229
Tamil Nadu,Coimbatore,NaT,3193867338,5966,41989
Tamil Nadu,Cuddalore,2025-01,146964023,1526,23403
Tamil Nadu,Cuddalore,2025-02,126285514,438,2093
Tamil Nadu,Cuddalore,2025-03,131172450,510,2055
Tamil Nadu,Cuddalore,2025-04,159701378,659,2784
Tamil Nadu,Cuddalore,2025-05,96561190,296,1097
Tamil Nadu,Cuddalore,2025-06,83798747,379,1359
Tamil Nadu,Cuddalore,2025-07,95346027,385,1218
Tamil Nadu,Cuddalore,2025-08,113541742,466,2124
Tamil Nadu,Cuddalore,2025-09,78961990,248,1233
Tamil Nadu,Cuddalore,2025-10,111132205,452,1951
Tamil Nadu,Cuddalore,2025-11,127510472,418,2171
Tamil Nadu,Cuddalore,2025-12,132991966,480,2386
Tamil Nadu,Cuddalore,NaT,1931714738,4961,26503
Tamil Nadu,Dharmapuri,2025-01,71267618,1076,11231
Tamil Nadu,Dharmapuri,2025-02,68059160,320,1117
Tamil Nadu,Dharmapuri,2025-03,59172211,270,1019
Tamil Nadu,Dharmapuri,2025-04,82059139,370,1286
Tamil Nadu,Dharmapuri,2025-05,57258763,192,699
Tamil Nadu,Dharmapuri,2025-06,47078185,318,833
Tamil Nadu,Dharmapuri,2025-07,47087552,204,565
Tamil Nadu,Dharmapuri,2025-08,63622298,257,1013
Tamil Nadu,Dharmapuri,2025-09,33707024,91,560
Tamil Nadu,Dharmapuri,2025-10,59169878,256,1098
Tamil Nadu,Dharmapuri,2025-11,64257891,253,1054
Tamil Nadu,Dharmapuri,2025-12,60448044,274,1191
Tamil Nadu,Dharmapuri,NaT,934632643,3321,12512
Tamil Nadu,Dindigul,2025-01,125502716,1500,15279
Tamil Nadu,Dindigul,2025-02,96198080,278,1156
Tamil Nadu,Dindigul,2025-03,102405786,278,1358
Tamil Nadu,Dindigul,2025-04,132431598,489,1825
Tamil Nadu,Dindigul,2025-05,98694025,202,915
Tamil Nadu,Dindigul,2025-06,82423981,354,1124
Tamil Nadu,Dindigul,2025-07,78107791,236,929
Tamil Nadu,Dindigul,2025-08,119927586,333,1678
Tamil Nadu,Dindigul,2025-09,61821489,162,748
Tamil Nadu,Dindigul,2025-10,93057853,263,1255
Tamil Nadu,Dindigul,2025-11,107418985,242,1473
Tamil Nadu,Dindigul,2025-12,106813218,262,1638
Tamil Nadu,Dindigul,NaT,1631249382,3909,19691
Tamil Nadu,Erode,2025-01,135968169,1390,19088
Tamil Nadu,Erode,2025-02,109141728,264,1749
Tamil Nadu,Erode,2025-03,120637969,309,1922
Tamil Nadu,Erode,2025-04,150000553,434,2148
Tamil Nadu,Erode,2025-05,106589130,181,1230
Tamil Nadu,Erode,2025-06,88082080,290,1377
Tamil Nadu,Erode,2025-07,85534029,165,1061
Tamil Nadu,Erode,2025-08,128300084,341,2051
Tamil Nadu,Erode,2025-09,70854566,126,1011
Tamil Nadu,Erode,2025-10,100845559,269,1473
Tamil Nadu,Erode,2025-11,115527169,233,1704
Tamil Nadu,Erode,2025-12,120636153,257,1955
Tamil Nadu,Erode,NaT,1780812966,3562,23819
Tamil Nadu,Kallakurichi,2025-01,52740622,422,2526
Tamil Nadu,Kallakurichi,2025-02,63648560,65,379
Tamil Nadu,Kallakurichi,2025-03,61222555,62,366
Tamil Nadu,Kallakurichi,2025-04,56375479,57,222
Tamil Nadu,Kallakurichi,2025-05,32733265,32,162
Tamil Nadu,Kallakurichi,2025-06,34553962,50,228
Tamil Nadu,Kallakurichi,2025-07,34551874,43,242
Tamil Nadu,Kallakurichi,2025-08,53950272,56,266
Tamil Nadu,Kallakurichi,2025-09,35770255,29,153
Tamil Nadu,Kallakurichi,2025-10,49101547,41,257
Tamil Nadu,Kallakurichi,2025-11,57587649,42,282
Tamil Nadu,Kallakurichi,2025-12,46072885,34,255
Tamil Nadu,Kallakurichi,NaT,775322675,652,3867
Tamil Nadu,Kancheepuram,2025-01,219650088,5451,53092
Tamil Nadu,Kancheepuram,2025-02,184452652,641,3027
Tamil Nadu,Kancheepuram,2025-03,202797959,690,3274
Tamil Nadu,Kancheepuram,2025-04,216576973,734,3481
Tamil Nadu,Kancheepuram,2025-05,150703734,445,2026
Tamil Nadu,Kancheepuram,2025-06,127756807,548,2060
Tamil Nadu,Kancheepuram,2025-07,123973135,390,1594
Tamil Nadu,Kancheepuram,2025-08,199001941,611,3330
Tamil Nadu,Kancheepuram,2025-09,112481515,345,1679
Tamil Nadu,Kancheepuram,2025-10,157904229,566,2547
Tamil Nadu,Kancheepuram,2025-11,185858886,650,3207
Tamil Nadu,Kancheepuram,2025-12,196249084,602,3505
Tamil Nadu,Kancheepuram,NaT,2752311870,8019,38779
Tamil Nadu,Kanchipuram,2025-02,603109,0,1
Tamil Nadu,Kanchipuram,2025-03,1200234,0,2
Tamil Nadu,Kanchipuram,2025-08,603306,0,1
Tamil Nadu,Kanchipuram,2025-11,600073,0,1
Tamil Nadu,Kanchipuram,NaT,1803340,0,3
Tamil Nadu,Kanniyakumari,2025-01,162994843,1389,12497
Tamil Nadu,Kanniyakumari,2025-02,123347373,219,876
Tamil Nadu,Kanniyakumari,2025-03,135936148,198,927
Tamil Nadu,Kanniyakumari,2025-04,142852086,321,1112
Tamil Nadu,Kanniyakumari,2025-05,78667685,107,448
Tamil Nadu,Kanniyakumari,2025-06,81810032,193,589
Tamil Nadu,Kanniyakumari,2025-07,64194307,106,338
Tamil Nadu,Kanniyakumari,2025-08,146632655,264,1066
Tamil Nadu,Kanniyakumari,2025-09,93769827,117,508
Tamil Nadu,Kanniyakumari,2025-10,106985360,163,756
Tamil Nadu,Kanniyakumari,2025-11,124610795,156,806
Tamil Nadu,Kanniyakumari,2025-12,139080839,244,999
Tamil Nadu,Kanniyakumari,NaT,1813738347,2750,11529
Tamil Nadu,Kanyakumari,2025-01,135935737,1504,6205
Tamil Nadu,Kanyakumari,2025-02,110760233,123,523
Tamil Nadu,Kanyakumari,2025-03,102578772,108,430
Tamil Nadu,Kanyakumari,2025-04,114538979,103,354
Tamil Nadu,Kanyakumari,2025-05,76147359,68,282
Tamil Nadu,Kanyakumari,2025-06,86215948,117,391
Tamil Nadu,Kanyakumari,2025-07,60414993,73,255
Tamil Nadu,Kanyakumari,2025-08,117684154,108,441
Tamil Nadu,Kanyakumari,2025-09,67966824,72,288
Tamil Nadu,Kanyakumari,2025-10,89995678,81,360
Tamil Nadu,Kanyakumari,2025-11,122719611,112,478
Tamil Nadu,Kanyakumari,2025-12,116425131,103,455
Tamil Nadu,Kanyakumari,NaT,1581494259,1448,6214
Tamil Nadu,Karur,2025-01,79689664,626,7201
Tamil Nadu,Karur,2025-02,65593428,113,820
Tamil Nadu,Karur,2025-03,63091712,140,672
Tamil Nadu,Karur,2025-04,79670522,214,830
Tamil Nadu,Karur,2025-05,55439717,102,443
Tamil Nadu,Karur,2025-06,43972395,92,460
Tamil Nadu,Karur,2025-07,45889534,86,335
Tamil Nadu,Karur,2025-08,78357555,152,974
Tamil Nadu,Karur,2025-09,48483089,69,417
Tamil Nadu,Karur,2025-10,65007903,121,641
Tamil Nadu,Karur,2025-11,63640874,105,720
Tamil Nadu,Karur,2025-12,75872194,147,814
Tamil Nadu,Karur,NaT,1045023093,1623,9427
Tamil Nadu,Krishnagiri,2025-01,87654651,2494,20568
Tamil Nadu,Krishnagiri,2025-02,81306626,386,1532
Tamil Nadu,Krishnagiri,2025-03,74323307,388,1388
Tamil Nadu,Krishnagiri,2025-04,87029195,422,1739
Tamil Nadu,Krishnagiri,2025-05,62255915,181,731
Tamil Nadu,Krishnagiri,2025-06,51451257,273,873
Tamil Nadu,Krishnagiri,2025-07,47642876,200,688
Tamil Nadu,Krishnagiri,2025-08,86392823,418,1776
Tamil Nadu,Krishnagiri,2025-09,43198395,116,534
Tamil Nadu,Krishnagiri,2025-10,68599609,303,1452
Tamil Nadu,Krishnagiri,2025-11,69239870,222,1394
Tamil Nadu,Krishnagiri,2025-12,89571338,321,1771
Tamil Nadu,Krishnagiri,NaT,1129433184,3558,18181
Tamil Nadu,Madurai,2025-01,124422653,3598,33537
Tamil Nadu,Madurai,2025-02,111915864,506,2184
Tamil Nadu,Madurai,2025-03,111294069,569,2454
Tamil Nadu,Madurai,2025-04,128174187,710,2734
Tamil Nadu,Madurai,2025-05,92535125,420,1569
Tamil Nadu,Madurai,2025-06,79406766,416,1705
Tamil Nadu,Madurai,2025-07,80653332,328,1317
Tamil Nadu,Madurai,2025-08,126926277,518,2933
Tamil Nadu,Madurai,2025-09,76904729,301,1549
Tamil Nadu,Madurai,2025-10,101917176,436,2129
Tamil Nadu,Madurai,2025-11,99413745,381,2380
Tamil Nadu,Madurai,2025-12,121923950,460,2984
Tamil Nadu,Madurai,NaT,1741298762,6487,33447
Tamil Nadu,Mayiladuthurai,2025-01,42644154,94,620
Tamil Nadu,Mayiladuthurai,2025-02,40814074,18,137
Tamil Nadu,Mayiladuthurai,2025-03,40206657,18,118
Tamil Nadu,Mayiladuthurai,2025-04,31069127,14,73
Tamil Nadu,Mayiladuthurai,2025-05,24366371,13,69
Tamil Nadu,Mayiladuthurai,2025-06,28022631,18,75
Tamil Nadu,Mayiladuthurai,2025-07,28631750,13,82
Tamil Nadu,Mayiladuthurai,2025-08,48733690,25,122
Tamil Nadu,Mayiladuthurai,2025-09,29241661,10,86
Tamil Nadu,Mayiladuthurai,2025-10,34114269,21,86
Tamil Nadu,Mayiladuthurai,2025-11,43253609,14,103
Tamil Nadu,Mayiladuthurai,2025-12,42032856,13,108
Tamil Nadu,Mayiladuthurai,NaT,585425904,199,1453
Tamil Nadu,Nagapattinam,2025-01,139197567,341,4821
Tamil Nadu,Nagapattinam,2025-02,133076368,173,1192
Tamil Nadu,Nagapattinam,2025-03,156256603,165,1221
Tamil Nadu,Nagapattinam,2025-04,183108948,200,1475
Tamil Nadu,Nagapattinam,2025-05,115388701,88,780
Tamil Nadu,Nagapattinam,2025-06,108040666,134,824
Tamil Nadu,Nagapattinam,2025-07,92166228,118,606
Tamil Nadu,Nagapattinam,2025-08,183699913,190,1548
Tamil Nadu,Nagapattinam,2025-09,112330067,109,821
Tamil Nadu,Nagapattinam,2025-10,140999425,153,1163
Tamil Nadu,Nagapattinam,2025-11,147733789,147,1271
Tamil Nadu,Nagapattinam,2025-12,176415256,186,1729
Tamil Nadu,Nagapattinam,NaT,2334146711,1957,16617
Tamil Nadu,Namakkal,2025-01,115293894,963,9730
Tamil Nadu,Namakkal,2025-02,113396078,427,1073
Tamil Nadu,Namakkal,2025-03,111467122,369,1079
Tamil Nadu,Namakkal,2025-04,122287013,466,1312
Tamil Nadu,Namakkal,2025-05,105134477,272,832
Tamil Nadu,Namakkal,2025-06,80881025,390,879
Tamil Nadu,Namakkal,2025-07,68189074,239,513
Tamil Nadu,Namakkal,2025-08,126790523,401,1360
Tamil Nadu,Namakkal,2025-09,73226483,176,713
Tamil Nadu,Namakkal,2025-10,89785998,264,881
Tamil Nadu,Namakkal,2025-11,117843567,261,1163
Tamil Nadu,Namakkal,2025-12,126129837,261,1365
Tamil Nadu,Namakkal,NaT,1709955899,4520,15907
Tamil Nadu,Perambalur,2025-01,43489327,333,3254
Tamil Nadu,Perambalur,2025-02,49699703,205,458
Tamil Nadu,Perambalur,2025-03,42866064,129,337
Tamil Nadu,Perambalur,2025-04,51562777,184,440
Tamil Nadu,Perambalur,2025-05,44109221,113,290
Tamil Nadu,Perambalur,2025-06,32304904,106,273
Tamil Nadu,Perambalur,2025-07,32305850,99,213
Tamil Nadu,Perambalur,2025-08,56535054,156,528
Tamil Nadu,Perambalur,2025-09,27955698,55,194
Tamil Nadu,Perambalur,2025-10,41003673,102,307
Tamil Nadu,Perambalur,2025-11,50945086,145,420
Tamil Nadu,Perambalur,2025-12,52807261,112,433
Tamil Nadu,Perambalur,NaT,700163851,1568,5207
Tamil Nadu,Pudukkottai,2025-01,109096370,982,12934
Tamil Nadu,Pudukkottai,2025-02,110975036,375,1586
Tamil Nadu,Pudukkottai,2025-03,115896725,327,1260
Tamil Nadu,Pudukkottai,2025-04,119699011,393,1569
Tamil Nadu,Pudukkottai,2025-05,96086722,214,987
Tamil Nadu,Pudukkottai,2025-06,74937753,258,874
Tamil Nadu,Pudukkottai,2025-07,61403541,181,679
Tamil Nadu,Pudukkottai,2025-08,123325355,352,1697
Tamil Nadu,Pudukkottai,2025-09,64444898,142,702
Tamil Nadu,Pudukkottai,2025-10,102906663,267,1235
Tamil Nadu,Pudukkottai,2025-11,108484644,254,1396
Tamil Nadu,Pudukkottai,2025-12,125278888,290,1809
Tamil Nadu,Pudukkottai,NaT,1628420725,3312,17982
Tamil Nadu,Ramanathapuram,2025-01,109751601,902,9956
Tamil Nadu,Ramanathapuram,2025-02,125971498,251,1194
Tamil Nadu,Ramanathapuram,2025-03,107866988,204,925
Tamil Nadu,Ramanathapuram,2025-04,125346707,267,1139
Tamil Nadu,Ramanathapuram,2025-05,87307077,116,633
Tamil Nadu,Ramanathapuram,2025-06,73580143,183,621
Tamil Nadu,Ramanathapuram,2025-07,64851684,94,464
Tamil Nadu,Ramanathapuram,2025-08,132212018,196,1259
Tamil Nadu,Ramanathapuram,2025-09,77337571,116,678
Tamil Nadu,Ramanathapuram,2025-10,99762824,148,831
Tamil Nadu,Ramanathapuram,2025-11,116632297,153,1051
Tamil Nadu,Ramanathapuram,2025-12,114110249,134,1242
Tamil Nadu,Ramanathapuram,NaT,1656314756,2393,13141
Tamil Nadu,Ranipet,2025-01,12636931,30,137
Tamil Nadu,Ranipet,2025-02,13896070,6,39
Tamil Nadu,Ranipet,2025-03,16426111,5,42
Tamil Nadu,Ranipet,2025-04,15792850,5,36
Tamil Nadu,Ranipet,2025-05,15159399,8,37
Tamil Nadu,Ranipet,2025-06,7584198,7,36
Tamil Nadu,Ranipet,2025-07,10103778,3,25
Tamil Nadu,Ranipet,2025-08,22112599,8,72
Tamil Nadu,Ranipet,2025-09,13272292,10,31
Tamil Nadu,Ranipet,2025-10,12639079,4,31
Tamil Nadu,Ranipet,2025-11,13901833,5,32
Tamil Nadu,Ranipet,2025-12,15163913,7,60
Tamil Nadu,Ranipet,NaT,243832636,92,622
Tamil Nadu,Salem,2025-01,186459603,2495,28280
Tamil Nadu,Salem,2025-02,187706229,695,3075
Tamil Nadu,Salem,2025-03,191552758,633,2834
Tamil Nadu,Salem,2025-04,210006825,708,3157
Tamil Nadu,Salem,2025-05,153344414,398,1823
Tamil Nadu,Salem,2025-06,137451401,617,2128
Tamil Nadu,Salem,2025-07,114514410,297,1187
Tamil Nadu,Salem,2025-08,201072546,691,3242
Tamil Nadu,Salem,2025-09,106270680,361,1520
Tamil Nadu,Salem,2025-10,165438787,492,2473
Tamil Nadu,Salem,2025-11,149549510,473,2307
Tamil Nadu,Salem,2025-12,182003529,546,2895
Tamil Nadu,Salem,NaT,2701778482,7081,35963
Tamil Nadu,Sivaganga,2025-01,125302788,776,7051
Tamil Nadu,Sivaganga,2025-02,139127159,310,1149
Tamil Nadu,Sivaganga,2025-03,130995504,269,929
Tamil Nadu,Sivaganga,2025-04,146088173,328,1048
Tamil Nadu,Sivaganga,2025-05,105767059,143,636
Tamil Nadu,Sivaganga,2025-06,83760202,191,671
Tamil Nadu,Sivaganga,2025-07,67386709,149,541
Tamil Nadu,Sivaganga,2025-08,140399354,215,1107
Tamil Nadu,Sivaganga,2025-09,77446004,104,597
Tamil Nadu,Sivaganga,2025-10,111418367,165,764
Tamil Nadu,Sivaganga,2025-11,139171256,232,1015
Tamil Nadu,Sivaganga,2025-12,125301919,152,1013
Tamil Nadu,Sivaganga,NaT,1835388303,2357,12384
Tamil Nadu,Tenkasi,2025-01,65917808,399,2168
Tamil Nadu,Tenkasi,2025-02,67173616,63,294
Tamil Nadu,Tenkasi,2025-03,70310386,66,284
Tamil Nadu,Tenkasi,2025-04,69682923,78,178
Tamil Nadu,Tenkasi,2025-05,50220946,40,180
Tamil Nadu,Tenkasi,2025-06,44573483,57,142
Tamil Nadu,Tenkasi,2025-07,41433888,43,187
Tamil Nadu,Tenkasi,2025-08,71567533,70,297
Tamil Nadu,Tenkasi,2025-09,37040321,27,132
Tamil Nadu,Tenkasi,2025-10,50851133,62,196
Tamil Nadu,Tenkasi,2025-11,67798020,54,233
Tamil Nadu,Tenkasi,2025-12,74706893,64,278
Tamil Nadu,Tenkasi,NaT,935405102,802,3626
Tamil Nadu,Thanjavur,2025-01,196293930,1637,22087
Tamil Nadu,Thanjavur,2025-02,195053683,509,1871
Tamil Nadu,Thanjavur,2025-03,191367061,494,1818
Tamil Nadu,Thanjavur,2025-04,218996341,557,2006
Tamil Nadu,Thanjavur,2025-05,154591256,319,1206
Tamil Nadu,Thanjavur,2025-06,120834246,355,1293
Tamil Nadu,Thanjavur,2025-07,125122228,296,876
Tamil Nadu,Thanjavur,2025-08,215930904,471,2329
Tamil Nadu,Thanjavur,2025-09,136201591,307,1218
Tamil Nadu,Thanjavur,2025-10,195673818,532,1916
Tamil Nadu,Thanjavur,2025-11,197504010,489,2051
Tamil Nadu,Thanjavur,2025-12,201811953,463,2302
Tamil Nadu,Thanjavur,NaT,2765836149,5196,24237
Tamil Nadu,The Nilgiris,2025-01,71377224,313,2697
Tamil Nadu,The Nilgiris,2025-02,89382485,128,555
Tamil Nadu,The Nilgiris,2025-03,76532605,134,413
Tamil Nadu,The Nilgiris,2025-04,102259592,129,571
Tamil Nadu,The Nilgiris,2025-05,52739429,74,306
Tamil Nadu,The Nilgiris,2025-06,58529653,94,288
Tamil Nadu,The Nilgiris,2025-07,44374079,77,196
Tamil Nadu,The Nilgiris,2025-08,89390677,93,467
Tamil Nadu,The Nilgiris,2025-09,51449464,40,277
Tamil Nadu,The Nilgiris,2025-10,80388365,85,358
Tamil Nadu,The Nilgiris,2025-11,72668893,101,384
Tamil Nadu,The Nilgiris,2025-12,88757674,81,560
Tamil Nadu,The Nilgiris,NaT,1192415146,1071,5781
Tamil Nadu,Theni,2025-01,57549295,717,9411
Tamil Nadu,Theni,2025-02,60676862,258,1236
Tamil Nadu,Theni,2025-03,61302530,208,1083
Tamil Nadu,Theni,2025-04,68808848,242,1027
Tamil Nadu,Theni,2025-05,47540046,100,535
Tamil Nadu,Theni,2025-06,36906246,202,614
Tamil Nadu,Theni,2025-07,39408900,118,461
Tamil Nadu,Theni,2025-08,65056016,198,1217
Tamil Nadu,Theni,2025-09,35029391,80,609
Tamil Nadu,Theni,2025-10,51293617,146,869
Tamil Nadu,Theni,2025-11,60676424,203,1333
Tamil Nadu,Theni,2025-12,69434101,188,1503
Tamil Nadu,Theni,NaT,938299407,2258,13960
Tamil Nadu,Thiruvallur,2025-01,18320175,4,52
Tamil Nadu,Thiruvallur,2025-02,23538043,3,65
Tamil Nadu,Thiruvallur,2025-03,26884366,5,56
Tamil Nadu,Thiruvallur,2025-04,24902415,4,92
Tamil Nadu,Thiruvallur,2025-05,17598115,4,41
Tamil Nadu,Thiruvallur,2025-06,18209023,6,57
Tamil Nadu,Thiruvallur,2025-07,13338965,1,31
Tamil Nadu,Thiruvallur,2025-08,27815356,3,73
Tamil Nadu,Thiruvallur,2025-09,12195778,6,29
Tamil Nadu,Thiruvallur,2025-10,24369178,2,55
Tamil Nadu,Thiruvallur,2025-11,30438370,3,91
Tamil Nadu,Thiruvallur,2025-12,30403608,2,97
Tamil Nadu,Thiruvallur,NaT,338728922,61,980
Tamil Nadu,Thiruvarur,2025-01,120049817,567,6995
Tamil Nadu,Thiruvarur,2025-02,132905613,216,1058
Tamil Nadu,Thiruvarur,2025-03,131073916,201,982
Tamil Nadu,Thiruvarur,2025-04,162286616,318,1284
Tamil Nadu,Thiruvarur,2025-05,92499329,129,630
Tamil Nadu,Thiruvarur,2025-06,96171101,218,664
Tamil Nadu,Thiruvarur,2025-07,77137040,124,445
Tamil Nadu,Thiruvarur,2025-08,154368775,265,1357
Tamil Nadu,Thiruvarur,2025-09,83302676,96,676
Tamil Nadu,Thiruvarur,2025-10,132284657,216,1171
Tamil Nadu,Thiruvarur,2025-11,129253238,151,1017
Tamil Nadu,Thiruvarur,2025-12,142112574,175,1390
Tamil Nadu,Thiruvarur,NaT,1961480411,2365,15070
Tamil Nadu,Thoothukkudi,2025-01,158359664,991,9525
Tamil Nadu,Thoothukkudi,2025-02,159618855,276,1270
Tamil Nadu,Thoothukkudi,2025-03,146431188,236,1099
Tamil Nadu,Thoothukkudi,2025-04,181620596,286,1391
Tamil Nadu,Thoothukkudi,2025-05,112491083,175,757
Tamil Nadu,Thoothukkudi,2025-06,120646550,305,1062
Tamil Nadu,Thoothukkudi,2025-07,99921917,148,639
Tamil Nadu,Thoothukkudi,2025-08,181602521,281,1362
Tamil Nadu,Thoothukkudi,2025-09,96779347,149,893
Tamil Nadu,Thoothukkudi,2025-10,138252088,230,1009
Tamil Nadu,Thoothukkudi,2025-11,164024095,242,1364
Tamil Nadu,Thoothukkudi,2025-12,165265223,230,1484
Tamil Nadu,Thoothukkudi,NaT,2338392292,3278,16013
Tamil Nadu,Tiruchirappalli,2025-01,171483385,1897,19276
Tamil Nadu,Tiruchirappalli,2025-02,164645037,498,2049
Tamil Nadu,Tiruchirappalli,2025-03,162276379,428,1797
Tamil Nadu,Tiruchirappalli,2025-04,186456772,577,2090
Tamil Nadu,Tiruchirappalli,2025-05,128003896,245,1097
Tamil Nadu,Tiruchirappalli,2025-06,109344778,362,1430
Tamil Nadu,Tiruchirappalli,2025-07,108806497,248,880
Tamil Nadu,Tiruchirappalli,2025-08,191450335,461,2230
Tamil Nadu,Tiruchirappalli,2025-09,119978421,243,1207
Tamil Nadu,Tiruchirappalli,2025-10,161616810,415,1906
Tamil Nadu,Tiruchirappalli,2025-11,176542199,415,2198
Tamil Nadu,Tiruchirappalli,2025-12,170972692,378,1948
Tamil Nadu,Tiruchirappalli,NaT,2538073012,5127,24279
Tamil Nadu,Tirunelveli,2025-01,232161459,2810,20991
Tamil Nadu,Tirunelveli,2025-02,197652816,530,1780
Tamil Nadu,Tirunelveli,2025-03,215851483,497,1837
Tamil Nadu,Tirunelveli,2025-04,258506517,821,2241
Tamil Nadu,Tirunelveli,2025-05,158124721,318,1134
Tamil Nadu,Tirunelveli,2025-06,162510601,495,1339
Tamil Nadu,Tirunelveli,2025-07,127367722,350,922
Tamil Nadu,Tirunelveli,2025-08,238436971,578,2129
Tamil Nadu,Tirunelveli,2025-09,151210866,292,1151
Tamil Nadu,Tirunelveli,2025-10,207056995,499,1836
Tamil Nadu,Tirunelveli,2025-11,226512567,536,2026
Tamil Nadu,Tirunelveli,2025-12,229027161,464,1953
Tamil Nadu,Tirunelveli,NaT,3297923709,6524,25837
Tamil Nadu,Tirupathur,2025-01,1271502,0,2
Tamil Nadu,Tirupathur,2025-02,1271502,0,4
Tamil Nadu,Tirupathur,2025-03,1907253,2,3
Tamil Nadu,Tirupathur,2025-05,1271502,1,2
Tamil Nadu,Tirupathur,2025-06,1271502,0,2
Tamil Nadu,Tirupathur,2025-07,635751,0,1
Tamil Nadu,Tirupathur,2025-08,1907253,0,3
Tamil Nadu,Tirupathur,2025-10,1907253,0,6
Tamil Nadu,Tirupathur,2025-11,1271502,0,2
Tamil Nadu,Tirupathur,2025-12,1271502,0,4
Tamil Nadu,Tirupathur,NaT,21615534,7,54
Tamil Nadu,Tirupattur,2025-01,55946187,314,2217
Tamil Nadu,Tirupattur,2025-02,46409682,43,244
Tamil Nadu,Tirupattur,2025-03,42595439,40,226
Tamil Nadu,Tirupattur,2025-04,48952841,38,224
Tamil Nadu,Tirupattur,2025-05,38145992,35,174
Tamil Nadu,Tirupattur,2025-06,40052107,35,228
Tamil Nadu,Tirupattur,2025-07,29243878,28,179
Tamil Nadu,Tirupattur,2025-08,55310777,25,245
Tamil Nadu,Tirupattur,2025-09,26065895,17,164
Tamil Nadu,Tirupattur,2025-10,40688811,24,196
Tamil Nadu,Tirupattur,2025-11,45138416,36,278
Tamil Nadu,Tirupattur,2025-12,55310182,42,279
Tamil Nadu,Tirupattur,NaT,688521458,512,3509
Tamil Nadu,Tiruppur,2025-01,136491896,3517,29205
Tamil Nadu,Tiruppur,2025-02,101192686,326,1611
